,example_cell_1,example_cell_2,example_cell_3,example_cell_4,example_cell_5,example_cell_6,example_cell_7,example_cell_8,example_cell_9,example_cell_10,example_cell_11,example_cell_12,example_cell_13,example_cell_14,example_cell_15,example_cell_16,example_cell_17,example_cell_18,example_cell_19,example_cell_20,example_cell_21,example_cell_22,example_cell_23,example_cell_24,example_cell_25,example_cell_26,example_cell_27,example_cell_28,example_cell_29,example_cell_30,example_cell_31,example_cell_32,example_cell_33,example_cell_34,example_cell_35,example_cell_36,example_cell_37,example_cell_38,example_cell_39,example_cell_40,example_cell_41,example_cell_42,example_cell_43,example_cell_44,example_cell_45,example_cell_46,example_cell_47,example_cell_48,example_cell_49,example_cell_50,example_cell_51,example_cell_52,example_cell_53,example_cell_54,example_cell_55,example_cell_56,example_cell_57,example_cell_58,example_cell_59,example_cell_60,example_cell_61,example_cell_62,example_cell_63,example_cell_64,example_cell_65,example_cell_66,example_cell_67,example_cell_68,example_cell_69,example_cell_70,example_cell_71,example_cell_72,example_cell_73,example_cell_74,example_cell_75,example_cell_76,example_cell_77,example_cell_78,example_cell_79,example_cell_80,example_cell_81,example_cell_82,example_cell_83,example_cell_84,example_cell_85,example_cell_86,example_cell_87,example_cell_88,example_cell_89,example_cell_90,example_cell_91,example_cell_92,example_cell_93,example_cell_94,example_cell_95,example_cell_96,example_cell_97,example_cell_98,example_cell_99,example_cell_100,example_cell_101,example_cell_102,example_cell_103,example_cell_104,example_cell_105,example_cell_106,example_cell_107,example_cell_108,example_cell_109,example_cell_110,example_cell_111,example_cell_112,example_cell_113,example_cell_114,example_cell_115,example_cell_116,example_cell_117,example_cell_118,example_cell_119,example_cell_120,example_cell_121,example_cell_122,example_cell_123,example_cell_124,example_cell_125,example_cell_126,example_cell_127,example_cell_128,example_cell_129,example_cell_130,example_cell_131,example_cell_132,example_cell_133,example_cell_134,example_cell_135,example_cell_136,example_cell_137,example_cell_138,example_cell_139,example_cell_140,example_cell_141,example_cell_142,example_cell_143,example_cell_144,example_cell_145,example_cell_146,example_cell_147,example_cell_148,example_cell_149,example_cell_150,example_cell_151,example_cell_152,example_cell_153,example_cell_154,example_cell_155,example_cell_156,example_cell_157,example_cell_158,example_cell_159,example_cell_160,example_cell_161,example_cell_162,example_cell_163,example_cell_164,example_cell_165,example_cell_166,example_cell_167,example_cell_168,example_cell_169,example_cell_170,example_cell_171,example_cell_172,example_cell_173,example_cell_174,example_cell_175,example_cell_176,example_cell_177,example_cell_178,example_cell_179,example_cell_180,example_cell_181,example_cell_182,example_cell_183,example_cell_184,example_cell_185,example_cell_186,example_cell_187,example_cell_188,example_cell_189,example_cell_190,example_cell_191,example_cell_192,example_cell_193,example_cell_194,example_cell_195,example_cell_196,example_cell_197,example_cell_198,example_cell_199,example_cell_200
RP3-395M20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674106388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690011992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM213B,0,0.847984163,0,0,0,0,0,0,0,0.394775197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93527253,0,0,0,0,0.382378099,0,0,0,0,0,0,0,0,0,0,0,0,0.374594044,0,0,0.733787222,0,0,0,0,0,0,0,0.13395236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255918321,0,0,0,0,0.294682869,0,0,0,0,0,0,0,0,0,0,0,0,0.833520031,0,0,0,0,0,0,0.44948498,0,0,0,0,0,0,0.289899145,0,0,0.668353517,0,0,0,0,0.677903579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187537001,0,0,0,0,0,0,0,0,0,0,0.840498967,0,0,0,0.602222611,0.306760072,0,0,0,0.234788508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669607602,0,0,0,0,0,0.834736177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMEL1,0,0,0.25167049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP13-436F16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTC34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255918321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251130437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRDM16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413680488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARHGEF16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232187265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-168F9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGF6,0,0,0,0,0,0,0.51315644,0,0,0,0,0,0.703351092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382378099,0,0,0,0,0,0.413680488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481739788,0,0,0,0,0,0,0,0,0,0,0,0,0.346478206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285416841,0,0,0,0,0,0.642199868,0.251130437,0,0,0,0,0,0,0,0,0,0,0,0,0.668353517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389372623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549778522,0.502049041,0,0,0,0,1.349715115,0,0,0.432627052,0,0,0,0,0,0,0
RP11-46F15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPRG1L,0,0,0.25167049,0,0,0.567998058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.444172148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413680488,0,0,0,0,0,0,0,0,0,0.733787222,0,0,0,0,0,0,0,0.453209266,0,0,0,0.89837279,0,0,0,0,0,0,0,0.165984075,0.232187265,0,0,0,0,0.346478206,0,0,0,0,0.255918321,0,0,0,0,0.294682869,0.531804443,0,0,0,0,0,0,0,0,0.285416841,0,0.154031724,0.833520031,0,0,0.642199868,0.251130437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723304422,0,0,0,0,0,0,0,0,0,0.677092965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353531757,0,0.234788508,0,0,0,0,0,0,0,0,0,0,0.371622531,0.451486981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432627052,0,0,0,0,0,0,0
WRAP73,0,0,0.61977858,0,0,0.323796026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13395236,0,0,0,0,0,0,1.808623275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816596667,0,0,0,0,0,0,0,0,0,0,1.596759454,0,0,0,0,0,0,0,0,0.520724541,0,0,0,0.187537001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820776969,1.494390502,0,0,0,0,0,0.47987804,0,1.89601581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.750874672,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.180753378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5-1092A11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP73-AS1,0,0,0,0,0,0,0,0.667890276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.567587559,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773468198,0,0,0.13395236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255918321,0,0,0,0,0,0,0.184480219,0,0,0,0,0,0,0.855145564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289899145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324060652,1.325877129,0,0,0,0,0,0.306760072,0,0,0,0.234788508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432627052,0,0,0,0,0,0,0
SMIM1,0,0,0.452567705,0,0,0,0,0,0,0,0,0,0,0.403227693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705056324,0,0,0,0,0.364284138,0,0.413680488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.770151187,0,0,0,0.252062693,0.612878917,0,0,0.89837279,0.481739788,0,0,0,0,0,0,0.308299517,0.232187265,0,0,0,0,0.346478206,0,0,0,0,0,0,0,0,1.056521651,0.294682869,0.300845319,0.699609239,0,0,0,0,0,0,0,0,0,0.287473891,0,0,0,0,0,0,0,0.44948498,0,0,0,0,0,0,0.289899145,0,0,0,0,0,0,0,0,0,0,0,0,0.632970957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187537001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882956234,0,0.730946013,0,0.353531757,0,0.424798709,0,0,0,0,0,0,0,0,0,0.874722747,0,0,0,0,0,0.605077106,0,0,0,0,0,0,0,0,0,0.502049041,0,0,0,0,0,0,0,0.432627052,0,0,0,0,0,0,0
LRRC47,0,0,0.25167049,0,0,0,0,0,0,0,0,0,0,0.403227693,0,1.67881432,0,0,0,0,0,0,0,0.416055002,0,0,0,0,0,0,0,0,0.364284138,0,0,0,0.96612288,0,0,0,0,0.646475686,0.52219868,0,0.733787222,0,0,0,0.770151187,0,0.46448295,0,0.13395236,0,0.909386764,0,0,0,0.716273486,0,0,0,0,0,0.165984075,0,0,0,0,0,0.346478206,0,0,0,0,0.255918321,0.794616641,0,0,0,0,0.300845319,0.184480219,0,0,0,0,0,0,0,0,0,0.405187523,0,1.562501233,0,0.642199868,0.251130437,0,0,0.44948498,0.64109219,0,0,0,0,0.556494464,0,0,0.7183139,0.668353517,0,0.706718125,0,0,0,0,0,0,0.66816814,0,1.138623172,0,0,0,0,0,0.758682281,0,0,0,0.677092965,0,0,0.520724541,0,0,0,0,0,0,0,0,0,0,0,0,0.324060652,0,0,0,0,0,0,0,0,0,0,0.424798709,0,0,0.389372623,0,0.47987804,0,0,0,0.861330458,0.530101727,0,0,0,1.094429849,0,0,0,0,0,0,0,0.554910297,0,0,0.549778522,0,0,0,0,0,0,0,0,0.432627052,0,0,0,0,0,0,0
RP1-286D6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEP104,0,0,0,0,0,0,0,0.667890276,0,0,0,0,0,0.403227693,0,0,0,0,0.588569959,0,1.444172148,0,0,0,0,0,0,0,0,0,0,0,0.364284138,0,0,0,0,0,0,0,0,0.374594044,0.52219868,0,0,2.257759662,0,0.617684034,0,0,0,0,0.13395236,0,0.909386764,0,0,0,0,0,0,0,0,0,0.308299517,0.232187265,0,0,0,0,0.346478206,0,0,0,0,0.255918321,0,0,0,0.661746454,0.294682869,0.531804443,0.340169953,0,0,0,0.599099741,0,0,0,0,0,0,0,0,0,0.642199868,0.251130437,0,0,0,0.64109219,1.536216043,0,0,0.508357863,0.556494464,0,0,0,0,0,0.414532837,0,0,0,0,0.398956088,0,0,0,0,0.316893298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353531757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605077106,0,0,0,1.067101417,0,0,0,0,0.549778522,0,0,0,0,0,0,0,0.635028177,0,0,0,0,0,0.763238853,0,0.503753719
DFFB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512914313,0,0,0,0,0.652129747,0,0,0,0,0,0,0,0.255918321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf174,0,0.847984163,0,0,0,0,0,0,0,0,0,1.763574783,0,0.403227693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382378099,0,0,0,0,0,0,0,0.96612288,0,0,0,0,0.86001774,0,1.279837133,0,0,0,0,0,0.773468198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.829347467,0,0,0,0,0,0,0,0,0,0,0,0,0.474854083,0,0,0,0.599099741,0,0,0,0,0,0.154031724,0,0,0,0.642199868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170947145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324060652,0,0,0,0,0,0.602222611,0,0,0,0,0,0,0,0.668910286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480795294,0,0,0,0,0.834736177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416055002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5-1166F10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556494464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47987804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPHP4,0,0,0,0,0,0,0,0.667890276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642199868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187537001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNAB2,0,1.300156378,0.25167049,0,0,0.323796026,0.51315644,0.667890276,0,0,0,0,0,0.689789177,0,0,0,0,0.956595843,0,1.444172148,0,0,0.708990262,0,0,0,0,0,0,0,1.84582669,0.840898645,0,0,0,0.595461756,0,0,0,0.486495437,0,0,0,0.733787222,0,1.179867923,0.996673918,0.770151187,0.773468198,0,0,0.357684969,0,0,0,0,0.805482941,1.12933002,0,0,0,0,0,0.643311512,0,0,1.043539787,0,0,0.807473593,0,0,0.679626841,0,0.459507769,0.794616641,0,1.389301882,0,0.86322826,0,0.474854083,0,0,0.498674774,0.971141851,0,0.606249462,0.855145564,0.975156524,0.589713138,0.287473891,0,1.562501233,0.312795581,0.642199868,0.251130437,0,0,0,0.64109219,0,0,0,0.508357863,0.556494464,0.697576421,0,0.7183139,0,0,0,0,0.816596667,0,0,1.48882325,0.94964274,0,0.365752628,0,0.557162584,0,0,0,0,0,0.958276947,0,0,0.677092965,0,0,0.520724541,0,0,0,0.481700359,0,0,0,0,0,0,0,0,0.324060652,0,0.840498967,0,0.920511419,0,0.602222611,0,0,0,0,0.234788508,0,0,0.389372623,0,1.046487755,0,0,0,0,0,0.371622531,0.251010037,0,0.690011992,0,0.605077106,0,1.10844137,0,0,0.480795294,0.909696827,0,0,1.369015114,0,0,0,0,0.598951865,0,0,0.635028177,0,1.501399707,0,0,0,1.191017046,0,0.837179762
